,AMZN,GDX,MSFT
2008-02-25,0.016231964483906847,0.0033497536945812367,0.0032455824017310064
2008-02-26,-0.022252559726962384,0.021013354281225416,0.02084831056793668
2008-02-27,-0.010471935213627437,0.022504327755337394,-0.0035211267605632646
2008-02-28,-0.04077889092704956,0.02050413844996246,-0.013427561837455748
2008-02-29,-0.0510444248308326,-0.0215668202764977,-0.025071633237822466
2008-03-03,-0.03162300418539765,0.02976639035418227,-0.00844966936076419
2008-03-04,0.04578197534816719,-0.0345773874862787,0.021118932938125168
2008-03-05,-0.004898209092300543,0.03543680121281034,0.020682148040638726
2008-03-06,-0.03476388247961859,0.0025622254758419505,-0.019552079630287933
2008-03-07,0.021354581673306727,-0.0279299014238773,0.010514865844815091
2008-03-10,-0.00967389608363245,-0.03774647887323945,0.006817366343738751
2008-03-11,0.057980148101465456,0.042349726775956276,0.04347826086956541
2008-03-12,-0.010126582278481067,0.00486800224677042,-0.023224043715846965
2008-03-13,0.027079885662705028,0.03614682317868456,0.0006993006993005757
2008-03-14,-0.0007323861139592047,0.011688545225678748,-0.022711390635918982
2008-03-17,-0.024772793902081425,-0.025950942054745796,0.01233464426170916
2008-03-18,0.07755899594168048,-0.04452554744525539,0.040437930425569535
2008-03-19,-0.021062909750313774,-0.062070282658517995,-0.02851323828920571
2008-03-20,0.043317184383014906,-0.02810018326206476,0.01991614255765195
2008-03-24,0.03687517071838298,-0.016760946993505055,0.000342583076395897
2008-03-25,-0.012776606954689185,0.04538674621777128,-0.002054794520547909
2008-03-26,-0.014142761841227536,0.020179372197309364,-0.019903912148249936
2008-03-27,-0.041818920016240435,-0.016583416583416555,-0.017857142857142794
2008-03-28,-0.014971751412429457,-0.002844372206420198,-0.005347593582887722
2008-03-31,0.02236879839403505,-0.028117359413202814,0.017204301075268935
2008-04-01,0.07573632538569441,-0.029769392033543007,0.0398167723749121
2008-04-02,0.007431551499347933,0.04515989628349182,-0.012199254490003475
2008-04-03,-0.02911867477675678,0.003514575149886401,-0.005145797598627766
2008-04-04,0.02426019728072526,0.007622579316028055,0.0055172413793103114
2008-04-07,0.0007808433107756585,0.004089143324473632,0.0
2008-04-08,0.0058517555266579535,-0.012624720016289892,-0.012688614540466436
2008-04-09,-0.03826761473820295,0.016292018972984046,0.004515456755818104
2008-04-10,0.00551149348030644,-0.0010146103896104819,0.006224066390041472
2008-04-11,-0.037566844919786124,-0.01929717651838303,-0.026804123711340222
2008-04-14,0.009306848173357363,0.0008285004142500885,-0.00918079096045199
2008-04-15,-0.004872006606110646,0.01448675496688745,0.007483962936564614
2008-04-16,0.03089508477858005,0.0475316197470419,0.023346303501945442
2008-04-17,-0.007243100674940606,-0.009737098344693274,0.010715520221223684
2008-04-18,0.08162162162162168,-0.029105211406096454,0.0259917920656636
2008-04-21,0.0014992503748125774,-0.017622037674701163,0.013666666666666716
2008-04-22,-0.008233532934131649,-0.009072164948453532,-0.004603748766852989
2008-04-23,0.018742138364779892,-0.038493549729504806,0.039312851007598404
2008-04-24,-0.0412396592171872,-0.0415494481713915,0.006993006993006867
2008-04-25,0.04198325820991622,0.013547076089410748,-0.05902777777777779
2008-04-28,0.01223581757508363,-0.010470037870349724,-0.0288493794028849
2008-04-29,-0.014774114774114833,-0.04570013507429094,-0.010362694300518172
2008-04-30,-0.0240426322964431,0.02712903986789339,-0.004188481675392541
2008-05-01,0.007746031746031834,-0.020900321543408262,0.02909218366631605
2008-05-02,-0.02595766129032262,0.009383063570255645,-0.004427792915531303
2008-05-05,-0.017205692108667514,0.024401580292818803,-0.006158056790968147
2008-05-06,-0.004738712649730137,0.016333938294010864,0.023063683304647142
2008-05-07,-0.031212802539346662,-0.008258928571428514,-0.017833109017496573
2008-05-08,-0.006552901023890834,0.03736214269637639,0.0017129153819799292
2008-05-09,-0.005359351381063582,-0.0019527012367108743,0.005129958960328418
2008-05-12,0.030533296490743433,-0.002826086956521756,0.02007485539299081
2008-05-13,-0.0005362649148680232,-0.011336385437104801,-0.006671114076050699
2008-05-14,-0.005231388329979936,-0.014773980154355049,0.003693754197447996
2008-05-15,0.02629449838187714,0.03446732318710821,0.01940448310471732
2008-05-16,0.004598607278938349,0.025313717005625236,-0.015425008204791535
2008-05-19,0.07703374313366473,0.005275374551593215,-0.018000000000000016
2008-05-20,-0.021007893139040612,0.02518891687657443,-0.02342158859470478
2008-05-21,-0.02865293971719174,-0.004914004914004955,-0.018769551616266922
2008-05-22,0.01225897075724669,-0.010699588477366295,0.007793127878143791
2008-05-23,-0.011605903872839662,-0.0060316139767054855,-0.014059753954305698
2008-05-27,0.026970006381620948,-0.029085582757899187,0.01426024955436711
2008-05-28,-0.004295136528420951,0.012284482758620596,-0.008435852372583375
2008-05-29,0.002901987705557385,-0.03661911858633171,0.0017724211272598378
2008-05-30,0.014685749844430607,0.017458563535911686,-0.0010615711252653925
2008-06-02,-0.014963816999877366,0.006733275412684758,-0.01517180304640453
2008-06-03,-0.002739384883576168,-0.01941747572815533,-0.01768596884363194
2008-06-04,0.0176051941565738,-0.017161716171617214,0.008421823507872572
2008-06-05,0.036932515337423366,0.02484889187374084,0.024328249818446057
2008-06-06,-0.04603005561472018,0.021188291830493533,-0.025168380007089763
2008-06-09,-0.014512527908707495,-0.002139037433155133,0.009090909090909038
2008-06-10,0.0021397105097544777,-0.05230439442658086,0.005765765765765707
2008-06-11,-0.029515197186636644,-0.0022619316896630437,-0.027946972411322157
2008-06-12,-0.014235796557525493,-0.024030832010881964,0.04165130851455956
2008-06-13,0.03886044374425612,-0.0009291521486642917,0.027954706298655374
2008-06-16,0.03285732339188696,0.014647756335735895,-0.004819277108433773
2008-06-17,0.014560137036583765,0.009624197983501448,-0.003804911795226573
2008-06-18,-0.005547515677761794,0.004993191103041195,-0.011805555555555514
2008-06-19,0.021828765462042377,-0.009033423667569984,0.017217146872803957
2008-06-20,-0.0371469261808689,-0.0031905195989061497,-0.024179620034542326
2008-06-23,-0.0045605817823245465,0.008687700045724611,-0.009203539823008922
2008-06-24,-0.014239722634967866,-0.004759746146872135,-0.009289031797070302
2008-06-25,0.011305112423062535,-0.0022773855613754668,0.02235845654525792
2008-06-26,-0.05229164078996407,0.05752111390093573,-0.020811287477954132
2008-06-27,-0.021625163826998528,0.04424778761061954,-0.002521613832852987
2008-06-30,-0.01768251841929014,0.00041339396444795007,-0.006861682918021028
2008-07-01,0.00418655393426981,0.022314049586776852,-0.021454545454545504
2008-07-02,-0.029835544631095834,-0.026677445432497948,-0.03790412486064654
2008-07-03,0.007698768197088368,-0.021594684385382035,0.0030899961375048246
2008-07-07,0.006945409084595067,-0.02270797962648563,0.0018482864844051594
2008-07-08,0.035177265829769766,-0.011509229098805474,-0.006841417480206058
2008-07-09,-0.06050106609808115,-0.0024165202108964445,-0.024767801857585203
2008-07-10,0.0021276595744681437,0.028848271305879747,0.009920634920634885
2008-07-11,-0.02986553432413308,0.044948630136986356,-0.007858546168958758
2008-07-14,-0.03311934636708502,0.036255632937320925,-0.0055445544554455495
2008-07-15,0.011468236004225307,-0.02332476774066039,0.04101951413779381
2008-07-16,0.07339997016261379,-0.021857923497267673,0.04361132364192799
2008-07-17,0.0020847810979844894,-0.015104489964825052,0.01063049853372422
2008-07-18,-0.04147018030513172,-0.0027310924369748912,-0.06093579978237218
2008-07-21,-0.008681811604688061,0.02380450811038548,-0.010042487446890735
2008-07-22,-0.008173989198657194,-0.034979423868312765,0.006632852126414512
2008-07-23,0.03752759381898452,-0.05117270788912576,0.024418604651162745
2008-07-24,0.1167375886524824,-0.010337078651685427,-0.03745743473325758
2008-07-25,-0.005842753715229354,0.007493188010899043,0.027515723270440162
2008-07-28,-0.02951322345726337,0.0027045300878973944,-0.02448355011476666
2008-07-29,0.029620853080568832,-0.025623735670937342,0.02352941176470602
2008-07-30,0.0,-0.0027681660899655514,0.004980842911877392
2008-07-31,-0.023398542385884125,0.006476983576220174,-0.01868089973313003
2008-08-01,-0.00864100549882163,-0.028958860032176514,-0.011655011655011593
2008-08-04,-0.0003961965134706702,-0.033372781065088675,-0.007861635220125951
2008-08-05,0.0433346545118245,-0.05558276199804124,0.03763866877971478
2008-08-06,-0.011270102570596463,0.020482240082966063,0.030546009927453044
2008-08-07,-0.014216188524590168,-0.011686991869918728,0.01630233419785121
2008-08-08,0.04534234117188518,-0.05861182519280206,0.023332118118847944
2008-08-11,0.09445687298036298,-0.05980338612779901,-0.006056287851799125
2008-08-12,-0.009198273904156284,0.030496659889631017,0.008602150537634579
2008-08-13,-0.004813753581661917,0.05749718151071037,-0.008173418621179818
2008-08-14,0.013820108257514674,-0.04371002132196167,0.0003582945180939934
2008-08-15,-0.018516414858570918,-0.03846153846153855,-0.004297994269340966
2008-08-18,-0.03715277777777781,0.017971014492753623,-0.003237410071942448
2008-08-19,-0.022839283567736457,0.02648063781321186,-0.013352580295922123
2008-08-20,0.010825439783491042,-0.0005547850208043048,-0.001463057790782707
2008-08-21,0.013630278690519804,0.06439078545656396,-0.00439560439560438
2008-08-22,0.02305198703325706,-0.027379400260756248,0.023546725533480473
2008-08-25,-0.026757422837695,-0.007774798927613902,-0.00539180445722498
2008-08-26,-0.01398770047027631,0.0021615779519050804,-0.013733285146367957
2008-08-27,-0.0012229423994128963,0.0204906983014288,0.010260168559912186
2008-08-28,0.021550140810579155,0.0026420079260238705,0.012694958287994274
2008-08-29,-0.030684406088936855,-0.010803689064558752,-0.02148997134670494
2008-09-02,0.007295659700754076,-0.06286627597229622,-0.008418740849194695
2008-09-03,-0.008470414927571834,-0.03951108584422969,-0.005906238464377989
2008-09-04,-0.03132351120465526,-0.04054453980467587,-0.021537318975120567
2008-09-05,0.012142126789365992,0.002776064157927083,-0.026944971537001927
2008-09-08,0.026265942669528863,-0.04490925868963391,0.019110764430577243
2008-09-09,-0.027931586071120895,-0.10048309178743964,-0.0011481056257174327
2008-09-10,-0.028607594936708947,0.038310060866451945,0.01379310344827589
2008-09-11,0.03674745895230669,-0.018620689655172384,0.03287981859410416
2008-09-12,-0.015837104072398245,0.10154602951510894,0.011708744968898621
2008-09-15,-0.013282247765006305,-0.04210526315789476,-0.032549728752260365
2008-09-16,0.018379497799637656,0.016983016983016963,-0.028411214953271036
2008-09-17,-0.09176410777834276,0.1191879502292077,-0.05386687187379757
2008-09-18,0.07052896725440805,-0.008484493856056097,0.019926799511996718
2008-09-19,0.06352941176470583,0.03245795219828862,0.0031897926634769647
2008-09-22,-0.07890855457227142,0.09145470134324074,0.007949125596184325
2008-09-23,-0.04230050707232458,-0.02670856245090325,0.005126182965299542
2008-09-24,-0.025219451024104833,0.0005380683346782877,0.010200078462142104
2008-09-25,0.030303030303030276,-0.02715783812852912,0.03495145631067964
2008-09-26,-0.0185904550499445,-0.021835268103924776,0.02814258911819878
2008-09-29,-0.08467627933276778,-0.020909861542808716,-0.05656934306569328
2008-09-30,0.12370656370656374,-0.016450216450216493,0.03210831721470009
2008-10-01,-0.04549202858713586,-0.0035211267605632646,-0.007871064467766198
2008-10-02,-0.029949604031677457,-0.15135453474676086,-0.006422364941443104
2008-10-03,-0.007718569096036965,0.010409437890353868,-0.00038022813688221024
2008-10-06,-0.025430067314883953,-0.052197802197802234,-0.05173069608216052
2008-10-07,-0.09930928626247126,-0.019565217391304457,-0.07099879663056552
2008-10-08,0.04004771642808458,0.16629711751662968,-0.006908462867012077
2008-10-09,-0.08241848271341967,-0.033586818757921355,-0.029565217391304355
2008-10-10,0.010892857142857038,-0.1455737704918033,-0.03673835125448033
2008-10-13,0.09627274333156688,0.028012279355333902,0.18558139534883722
2008-10-14,-0.10022558814050919,0.022396416573348343,-0.056100431541781126
2008-10-15,-0.1275071633237823,-0.09273457466228552,-0.0594347464671654
2008-10-16,0.03201970443349755,-0.09376257545271638,0.06849315068493156
2008-10-17,0.019093078758949833,-0.02975133214920067,-0.011579818031430933
2008-10-20,0.032982045277127225,0.09839816933638446,0.03472803347280351
2008-10-21,-0.051010768940109585,-0.09125000000000005,-0.05620703598867771
2008-10-22,-0.008361536930121316,-0.15314076111875286,-0.07412167952013715
2008-10-23,0.010238907849829282,-0.06280454791553869,0.03331790837575199
2008-10-24,-0.02603338632750407,0.049682264586944136,-0.01836094939543198
2008-10-27,0.011630279534788901,-0.09741331865712732,-0.03421532846715325
2008-10-28,0.13251311012505052,0.12926829268292694,0.09305621162021716
2008-10-29,0.009795191451469343,0.12257019438444927,-0.00691443388072599
2008-10-30,-0.0022927689594356426,0.04329004329004338,-0.015230635335074072
2008-10-31,0.011843733427611802,-0.034117104656523844,-0.009721608484312805
2008-11-03,-0.025681341719077544,0.005250596658711082,0.010263275323516341
2008-11-04,0.04895104895104896,0.15289648622981966,0.039752650176678284
2008-11-05,-0.11145299145299148,-0.03953871499176276,-0.062022090059473234
2008-11-06,-0.09195844555598298,-0.09133790737564318,-0.05027173913043481
2008-11-07,0.04258474576271176,0.03539405379896188,0.026704816404387266
2008-11-10,-0.015444015444015413,0.054238833181403656,-0.010682768230376283
2008-11-11,-0.04478844169246654,-0.06398616515348032,-0.00516431924882621
2008-11-12,-0.10177182368193605,-0.1006928406466513,-0.04200094384143471
2008-11-13,0.0805869617512629,0.11299435028248594,0.04630541871921179
2008-11-14,-0.07056990204808555,-0.051684356252884256,-0.059519774011299376
2008-11-17,-0.051017964071856325,-0.03698296836982973,-0.032829723965998814
2008-11-18,-0.029025744573447754,-0.01263264274886311,0.01449275362318847
2008-11-19,-0.06836495970886391,-0.04350051177072656,-0.06785714285714295
2008-11-20,-0.022321428571428714,-0.027822364901016527,-0.03995621237000546
2008-11-21,0.08105022831050235,0.26417171161254793,0.12257696693272524
2008-11-24,0.11932418162618785,0.07226817588158463,0.05078720162519046
2008-11-25,-0.0037735849056602655,0.010150223304912664,-0.03334944417593044
2008-11-26,0.04071969696969702,0.04983922829581999,0.024499999999999966
2008-11-28,-0.030027297543221088,0.01952526799387444,-0.012689116642264464
2008-12-01,-0.049953095684803106,-0.13593691325572654,-0.07958477508650519
2008-12-02,0.02172303135028386,0.07127335940895252,0.029001074113855996
2008-12-03,0.09301763711041322,-0.023935091277890508,0.034968684759916435
2008-12-04,0.046198054818744394,-0.03158769742310885,-0.03631366616238019
2008-12-05,0.020071836044792013,0.0038626609442060644,0.03768203915248103
2008-12-08,0.06483015741507869,0.07994869602394195,0.05950579929399913
2008-12-09,-0.0031122349737404686,0.005938242280284944,-0.017610661589719245
2008-12-10,-0.030243902439024306,0.10310901219992141,-0.0029069767441861627
2008-12-11,-0.02917505030181089,-0.007848733499821736,-0.051992225461613084
2008-12-12,0.060103626943005084,0.03631787126932773,-0.008713480266530071
2008-12-15,-0.04516129032258054,0.046495489243580934,-0.015511892450879028
2008-12-16,0.07452907452907431,0.06962864721485396,0.05567226890756305
2008-12-17,0.013528963414634054,-0.010849349039057543,-0.022885572139303534
2008-12-18,-0.020868584320360983,-0.06486994672516455,-0.01680244399185349
2008-12-19,-0.012480798771121293,0.0237935656836461,-0.009839461418953754
2008-12-22,-0.029749173634065706,-0.022913256955810146,0.004184100418409997
2008-12-23,0.02424849699398801,0.029145728643215962,0.004687499999999956
2008-12-24,0.00528272353746817,-0.004231770833333259,-0.006739243131156036
2008-12-26,0.007785130400934204,0.0542661000326905,-0.0020876826722338038
2008-12-29,-0.04615681730397836,0.02542635658914727,-0.007845188284518967
2008-12-30,0.027535938449078756,-0.006954944058058521,0.01845018450184499
2008-12-31,0.011231527093596094,0.025578562728379994,0.006211180124223725
2009-01-02,0.059236165237724014,-0.00920724465558187,0.04526748971193406
2009-01-05,-0.0055187637969094094,-0.04644604868459301,0.009842519685039353
2009-01-06,0.06104328523862379,0.025455688246385888,0.011695906432748648
2009-01-07,-0.019525801952580135,-0.08029420778424767,-0.0604527938342968
2009-01-08,0.016180654338548983,0.057647450849716675,0.031530376826454765
2009-01-09,-0.02887139107611547,-0.018273471959672327,-0.030318091451292162
2009-01-12,-0.06576576576576576,-0.06899871630295251,-0.002050230650948337
2009-01-13,-0.0077145612343297865,0.0175801447776629,0.02003081664098616
2009-01-14,-0.05753158406219627,-0.04471544715447151,-0.038267875125881035
2009-01-15,0.06001237368529577,0.04042553191489362,0.008900523560209317
2009-01-16,0.004085603112840452,0.05589638718473067,0.023352361183186288
2009-01-20,-0.0627785312923852,-0.0035506778566817276,-0.06389452332657186
2009-01-21,0.04506925780442428,0.02526724975704564,0.05200433369447466
2009-01-22,-0.011671612265083953,-0.0009478672985780978,-0.11894953656024732
2009-01-23,0.012810248198558805,0.08538899430740043,0.004675628287551303
2009-01-26,-0.0191699604743083,-0.011655011655011593,0.023851076207097144
2009-01-27,-0.026193834374370395,-0.01385613207547165,0.003977272727272663
2009-01-28,0.04055452100144841,-0.02272047832585966,0.022071307300509213
2009-01-29,-0.0057665539868760884,0.05108595900887125,-0.025470653377629993
2009-01-30,0.1764000000000001,-0.004074505238649606,-0.027840909090909194
2009-02-02,0.03961237674260443,-0.037405026300409205,0.04383401519579189
2009-02-03,0.03941128372853653,0.00910746812386165,0.035834266517357216
2009-02-04,-0.03933291378225301,0.023465703971119245,0.00756756756756749
2009-02-05,0.034228627579429904,0.0194003527336859,0.021995708154506355
2009-02-06,0.05225653206650849,0.021337946943483344,0.034120734908136496
2009-02-09,0.002859292701279159,-0.031620553359683945,-0.013197969543147114
2009-02-10,-0.050120048019207775,-0.0160349854227404,-0.03292181069958855
2009-02-11,0.016587677725118377,0.07644444444444431,0.021808510638297918
2009-02-12,-0.006526806526806483,0.003027800715661888,0.005726184279021274
2009-02-13,-0.010167370561551703,-0.021130625686059168,-0.01242236024844734
2009-02-17,-0.025284450063211117,0.0344827586206895,-0.05136268343815498
2009-02-18,0.010862516212710727,0.012737127371273749,0.0011049723756906271
2009-02-19,-0.006415396952686447,-0.0462938185710462,-0.011589403973509937
2009-02-20,0.030669895076674614,0.03647586980920314,0.004466778336124966
2009-02-23,-0.033672670321065024,-0.012181916621548328,-0.04224569205113937
2009-02-24,0.06320907617504035,-0.08194025760482326,-0.0034822983168890653
2009-02-25,-0.028658536585365768,-0.01850746268656711,-0.01921956901572519
2009-02-26,-0.021657250470809686,0.016727493917274794,-0.02434679334916867
2009-02-27,0.037627526467757466,-0.002692192641340019,-0.01704199634814374
2009-03-02,-0.04151922295035837,-0.07168566286742661,-0.021671826625386914
2009-03-03,-0.0050000000000000044,0.0235864297253634,0.006329113924050667
2009-03-04,0.0517101637218349,-0.008364898989899006,0.01383647798742138
2009-03-05,-0.0012330456226880004,0.050771924240012645,-0.05148883374689839
2009-03-06,-0.048302469135802384,-0.005452893062708242,0.0
2009-03-09,-0.019134100859413028,-0.036247334754797356,-0.009156311314584609
2009-03-10,0.08513803934534625,-0.06036662452591657,0.09702970297029712
2009-03-11,0.04570383912248621,0.05415405314497135,0.0306859205776171
2009-03-12,0.013986013986013957,0.04211869814932978,-0.007005253940455147
2009-03-13,-0.013936781609195426,0.011022657685242132,-0.02233980011757808
2009-03-16,-0.024187673029287482,-0.012416717141126687,-0.021046301864100947
2009-03-17,0.06495445721965054,-0.0226924256363078,0.03746928746928746
2009-03-18,-0.0009814918676387396,0.10040790712268599,0.00414446417998815
2009-03-19,-0.016000000000000014,0.06501283147989745,0.010023584905660243
2009-03-20,-0.002282128084438728,0.0053547523427039945,-0.005253940455341444
2009-03-23,0.08062902072909228,-0.0034620505992009054,0.07629107981220651
2009-03-24,-0.03690964413282183,-0.013094601817210116,-0.02235550708833156
2009-03-25,-0.005631868131868112,0.03520173300839424,-0.003904071388733943
2009-03-26,0.017958281530598086,0.0007847240387131027,0.053751399776035935
2009-03-27,-0.043153752205183804,-0.031625718766335575,-0.03666312433581298
2009-03-30,0.013331442348603062,-0.01754385964912275,-0.03530060672917823
2009-03-31,0.027431770468859362,0.014010989010988961,0.0480274442538593
2009-04-01,0.001225991009399241,0.04632890815497159,0.0529187124931807
2009-04-02,0.039319727891156564,-0.03987571206628693,-0.002590673575129543
2009-04-03,0.023563293624820014,-0.05960086299892131,-0.02129870129870126
2009-04-06,-0.0034531269983373303,-0.04846572985374242,-0.005307855626327074
2009-04-07,-0.03169917864476379,0.009644364074743894,-0.0016008537886871288
2009-04-08,0.020278330019880775,0.0002985074626864481,0.02618920363442001
2009-04-09,0.03728241101584806,-0.014025663980901215,0.02447916666666683
2009-04-13,-0.011396368190356831,0.021791767554479424,-0.004067107269954295
2009-04-14,-0.02178870027869262,-0.002962085308056861,-0.013272077590607556
2009-04-15,-0.03159803159803154,0.00623885918003575,-0.024831867563372856
2009-04-16,0.03396630115003996,-0.046648951874815436,0.04774535809018565
2009-04-17,0.00879461976202811,-0.04087952926602667,-0.02886075949367095
2009-04-20,-0.005897435897435854,0.03971585405230882,-0.029718456725756015
2009-04-21,0.015733814805261703,-0.024223602484472084,0.01934443847393874
2009-04-22,0.005586592178770999,0.005092297899427001,-0.010542962572482883
2009-04-23,0.01805555555555549,0.036098796706776515,0.007991475759190347
2009-04-24,0.047252883542105995,0.059902200488997526,0.10412262156448193
2009-04-27,-0.01563240170535285,-0.009518454440599844,-0.024892292963140217
2009-04-28,-0.008241097208854686,-0.03580505328982042,-0.022091310751104487
2009-04-29,-0.031358039667616966,0.024154589371980784,0.016566265060240948
2009-04-30,0.008390732623669406,-0.02977594339622658,0.0004938271604939537
2009-05-01,-0.018877297565822126,0.006077180188392761,-0.001974333662389083
2009-05-04,0.011012658227848249,0.057384475989127104,0.0009891196834816984
2009-05-05,0.025791911856767324,-0.00285632676378178,-0.021245059288537482
2009-05-06,0.0008543878921030146,0.05499856774563172,-0.001009591115598174
2009-05-07,-0.03341463414634138,-0.008148248710290518,-0.02122283981808981
2009-05-08,-0.01652788291698215,0.027651321246431104,0.0025813113061434745
2009-05-11,0.007953816549069792,-0.008524240809802852,-0.00463439752832151
2009-05-12,-0.00827287768868512,0.04916711445459421,0.028970512157268535
2009-05-13,-0.05017967145790547,-0.028425096030729846,-0.009552538964303747
2009-05-14,0.014727739494662773,0.0018450184501845879,0.01624365482233503
2009-05-15,-0.02130492676431417,-0.012628255722178294,0.00899100899100902
2009-05-18,0.03333333333333344,-0.001598721023181482,0.019306930693069324
2009-05-19,0.02501645819618159,0.02562049639711761,-0.013598834385624148
2009-05-20,0.0016698779704560351,0.0562060889929743,0.00393894633185643
2009-05-21,-0.025262887919979438,0.0199556541019954,-0.026974006866110845
2009-05-22,-0.004867780555190215,0.017391304347825987,-0.004032258064516014
2009-05-26,0.03635642517186666,-0.004985754985755042,0.029858299595141746
2009-05-27,-0.01696644980227069,-0.01717967072297777,-0.011793611793611936
2009-05-28,0.0076563716584479025,0.045399368778829885,0.016907011437095942
2009-05-29,0.0027044430135221287,0.025545750116116928,0.019070904645476894
2009-06-01,0.06755715386591321,-0.015625,0.026391554702495323
2009-06-02,0.021535129932627406,0.02852541982976775,0.0004675081813931836
2009-06-03,0.00930396890825591,-0.05681055692238868,0.015887850467289688
2009-06-04,-0.002567094515752655,0.02774484230495622,0.0032198712051518807
2009-06-05,0.02445016378100129,-0.047531149053991695,0.016047684548372354
2009-06-08,-0.01347493433824365,0.0,-0.004512635379061436
2009-06-09,0.007871281398309948,-0.004118217054263629,0.002266545784224805
2009-06-10,-0.005627655909038687,-0.005108246168815445,0.020352781546811416
2009-06-11,-0.01074151074151064,0.00024449877750609694,0.01152482269503552
2009-06-12,-0.018447168709865847,-0.033488144707895295,0.022787028921998242
2009-06-15,-0.009753776614725762,-0.03920080930703074,0.00428449014567267
2009-06-16,-0.013213213213213115,0.008949723611476612,0.00042662116040936837
2009-06-17,0.005356055995130893,-0.0020871380120009997,0.009381663113006589
2009-06-18,-0.011986923356338663,-0.027973856209150383,-0.007182087029995898
2009-06-19,0.016544117647058876,0.03012372243141459,0.025106382978723474
2009-06-22,-0.04593128390596746,-0.06605744125326352,-0.03320880033208806
2009-06-23,-0.019332827899924188,0.04081632653061207,0.0012881064834693312
2009-06-24,0.021517845638448607,0.02847166263765777,0.007289879931389187
2009-06-25,0.03733602421796167,0.04413685035257231,0.013197105151128152
2009-06-26,0.0179961089494165,-0.020260130065032356,-0.018907563025210017
2009-06-29,-0.008241758241758212,-0.0005105948429922069,0.02012847965738751
2009-06-30,0.008671564494760808,-0.034738186462324405,-0.002099076406381184
2009-07-01,-0.025791044776119376,0.04286848372585328,0.010938157341186416
2009-07-02,-0.027822037014340162,-0.030956609997462525,-0.027881814398668436
2009-07-06,-0.015885022692889494,-0.03770620581303996,-0.006849315068493178
2009-07-07,-0.031129900076864003,-0.004897959183673417,-0.028448275862068995
2009-07-08,0.02300674335581121,-0.040196882690730074,0.0017701863354036007
2009-07-09,0.008853560811684202,0.008831908831908653,-0.0061957758891756365
2009-07-10,-0.0054448786112357705,-0.007907370799209112,-0.002228163992869958
2009-07-13,0.04985186139379105,0.02106461713635066,0.0375167485484591
2009-07-14,0.005521472392638005,0.02397546696403685,-0.00516573396470088
2009-07-15,0.031726662599145694,0.04274435066702975,0.0437040242319342
2009-07-16,0.018450620934358453,0.0018276762402089641,0.013266998341625147
2009-07-17,-0.003135524329346162,0.008079228563982355,-0.006137479541734936
2009-07-20,0.028424976700838656,0.04007238883143738,0.009880609304240506
2009-07-21,0.008155867693701913,-0.012677106636838187,0.012229922543823823
